2	他のホテルと比べると部屋は広いが汚い。掃除は良いが、あちこちに汚れやカビがそのままにしているし、机にはいたずらした傷等もそのまま。朝食がサービスとなっているが、白飯と無いし味噌汁も無い。メニューはコンビニから仕入れた物を並べているだけ!食事前に手袋を使用して下さいと言われたが、入口に置いてあるだけ。もっと細かい配慮が足らないホテルです。
5	母の為に予約しました。前日に宿泊した近隣のホテルの半額で泊まれるのに、朝食も充実した内容で大変満足しておりました。また利用させていただきます。
3	久々の利用でした。そのため設備が色々と変更されていたのは知りませんでした。決済はフロントでの支払いから自動チェックイン変更になっており、フロントでは使えていた磁気タイプのカードが使えませんでした。QR決済の導入を希望します。また部屋着が部屋に無いという変更も知りませんでした。下まで取りに行くのも嫌でしたので、使いませんでした。またWi-Fiの電波が非常に弱く、ネット接続にストレスを感じましたので使いませんでした。これまでは気持ちよく利用させて頂いていました。コロナ禍でご苦労も多いでしょうが、頑張ってください。
5	博多駅目の前で地下を通れるので雨にも濡れずにすみます。受験生向けに朝食の時間が30分早めに設定されていて心遣いがありがたい。水炊き風スープが美味しかったです。朝食やドリンクサービスのあるライブラリーカフェがお洒落。スタッフさん手作りの近隣のお店やテイクアウトの情報資料はまた機会があったら活用したいです。
5	駅の目の前で大変便利でした。無料の朝食も、手作りヨーグルトやスムージーなど美味しかったです。お風呂場だけ少し臭いがしていたのが気になりましたが、スタッフの対応も良く他は満足でした。
4	申し分のない立地です。駅のすぐ前ですが静かに過ごせました。朝食のホテルメイドの大きなオイルサーディンがとても美味しそうでしたが、あっという間に無くなって一口も食べられなかったことが心残りです。
4	チェックイン前や清掃時間でも広いロビーで給電しながらWi-Fiでデスクワークができて便利でした。また朝食の水炊きスープが具だくさんでとても美味しかったです。
5	とてもお得に利用出来ました。立地や食事などどれも大変満足です。また博多に行く機会があれば是非利用したいです。
2	子どもの受験で利用しました。まず子どもの部屋のミラーのところにある蛍光灯が点かず、すぐに蛍光灯を交換してもらいましたが配線の故障ということで結局部屋を移ることに。すでに荷物を拡げていたため慌てて片づけて移動。2部屋とも照明が暗くデスクスタンドを点けないと夜間は本当に暗かったです。また私の部屋は浴室にしかミラーがなくメイクをするのに不便でした。トイレはビデが作動しませんでしたし、バゲージラックがありませんでした。朝食は白米がなかったのが残念でした。コロナの影響で宿泊者が少なかったためか部屋の移動ができましたが、もし満室の時はどうするのだろうと不安になりましたし、部屋の設備点検は必然だと思いました。
4	なんといっても博多駅前で立地が最高です。それだけで泊まる価値ありです。値段も手ごろで、朝食付きです。特に今回はイン時間が早くアウト時間が遅いプランで最大限フル活用しました。フロントの方がプラン内容の把握をしてなかったのと税金の清算を忘れていたのがマイナス点でした。
4	冬はハンガーを増やして欲しい
5	雪の日に出勤する必要があったため、立地がよく分かりやすいホテルを、ということで宿泊しました。遅い時間だったのですが、フロントで丁寧にサービスについて説明していただいたので有り難かったです。また、建物自体は古いのでしょうが、設備を綺麗にされていたので、気にならず快適に過ごせました。朝食も感染対策を意識しつつも、種類があって時間があればゆっくり食べたかったなと思いました。クーポンのおかげで朝食付きで3000円程度で宿泊でき、とてもお得だったと思います。ありがとうございました。ぜひまた利用したいと思います。
5	立地がとてもよかった
5	朝食の博多限定のスープが物凄く美味しい！あと部屋に空きがあったのでとグレードを上げてくれました。接客も丁寧でとても嬉しかったです。神田のコンフォートに宿泊した際にとても嫌な印象があったので。また宿泊させて頂きます。
5	博多駅近くてとても便利です。地下鉄の入り口に近くてまたセブンイレブンも近くにあります。ゆっくりできました。朝食も美味しく良かったのでまた泊まりたいです。
4	なんと言っても立地が最高。駅にも近いし、食事するとこも多数。コンビニもいくつあり、たいへん便利でした。ただ、改装していますが、ホテルの造りがやや古く、電気のスイッチの位置やルームライトの場所は良くありませんでした。
4	12月11日に宿泊しました。立地が良く、大変便利でした。朝食も、美味しく頂きました。次回からも是非、利用させて頂きます。
3	立地は博多駅前と言う超一流です。しかし古さは隠せません。バスローブが部屋に無く自分で部屋へ持っていかないとダメなシステム分からずにシャワー後気付きました。
5	駅近く便利、また価格がリーズナブルですのでビジネスには最適です
3	博多駅博多口の目の前で立地は文句なしですね。部屋自体は経年を感じる部分もありますが、これは長年営業されている証拠だと思います。ただ、wifiの通信環境は不満を感じました。金曜日の夜とはいえ、youtubeの視聴にも苦労するのは堪えられませんでした。難しいかもしれませんが改善を求めたいと思います。朝食の質も、他のコンフォートに比べていいとはいえませんでした。スタッフさんの接客が良かっただけに、余計に目立ってしまいました。とはいえ、コンフォートさんは好きなチェーンなので頑張って頂きたいです。最後になりますが、部屋の大きな窓から見える博多駅のイルミネーションはとてもきれいでした。
5	博多駅から近く、コンビニもすぐあるので場所は最高です。アルコールもたくさん設置していてよかったです。朝の食事が寂しかったです。他のコンフォートホテルでは食事が良いイメージだったので残念でした。寝る際の照明が真っ暗にするか枕元明るいかの２択状態で寝にくかったです。入り口付近だけ付けたい派の私には残念でした。とはいえ満足できるホテルです。また泊まりたいです。
3	ＪＲ博多駅の目の前で、立地は大変良い。部屋の設備は昭和の香りがする感じ。ウォシュレットも見たことない手動なタイプでした。コンビニはすぐ近くにあり、飲食店もあるので、立地から考えると、コスパは良いと思います。
2	コロナが流行っているので、部屋にハンドソープ等があればありがたかった。また洗顔料もない。体を洗うタオルもない（ハンドソープ、洗顔料がないホテルは初めてです）枕元の電気スタンドを調節するところが壊れていて、電気スタンドが点かず本が読みにくかった。風呂の目地がカビだらけで気持ち悪かった。朝食バイキングは、種類が少なく、しかも美味しくなかった（今まで泊まったところで最低ランクですね）。コロナ対策は、よかったけれど。チェックインに時間がかかって、凄く疲れた
4	駅近で利便性が良かった
5	駅前で立地は最高。朝食付きなのもうれしい！私は会場で食べましたが部屋で食べれるようにしてくれていてコロナ対応に努めていまして。部屋に寝間着がなかったのは残念でした。寝るだけの利用だったので満足してます。また使いたいです。
5	11月22日に宿泊しました。駅からも近く、フロントの方の対応をはじめ、部屋の清潔さ、朝食等、コスパのいいホテルだと思います。
3	朝食美味しくなかったです。
4	スタッフの対応が素晴らしく良かったです。今回は　モーニングは、部屋で食べられるように弁当箱は多めに用意して頂けると尚満足でした。今後も福岡に行く際には、是非利用させて頂きます。
5	駅前で、利便性は最高でした。また、部屋は最高でした。運悪く、エレベーターから遠く、大変でした。朝食は、美味し買ったのですが、テレビもなく、通夜みたいなムードでした。テレビは、情報収集の媒体です。
4	駅の目の前で非常に近くてよかった。コンフォートは他でも泊まるので安心して泊まれる
3	朝の朝食バイキングがあまりに杜撰だった。料理の品目が多くないのに料理が無くなったままの時間が長く、食べる物が無くて困った。お客さんに合わせて回転が追いついていないのはバイキングの意味を成さない。オレンジジュースは原液がないまま、水が出ていた。以前はそんな事はなかった。予約数がわかっているなら料理の補充はお願いしたい。
5	シンプルな部屋の作りで、使いやすかったです。立地が良く、博多を満喫しました。
4	朝食無料サービスがあるのは大変助かります。品数も豊富で満足です。ＪＲ博多駅（博多口）にも近い。また利用したいです。
4	5連泊滞在させて頂きました。この時季博多駅前のイルミネーションが見開催されており、部屋の窓から正面に見事なイルミネーションを見渡せる部屋を用意して頂きました。5日間深夜0時に消灯する瞬間を見届けてから眠りました。大変ありがとうございました。
5	口コミを見ていきました。立地、清潔さ、何も問題ありません。これからも博多へ行くときは泊まりたいと思います。モーニングつけていたのですが遊びすぎて食べられず、一回も見れなかったので分かりませんが、部屋は綺麗ですし、シャワーの水圧も　隣の音も気になりませんでした。受付の方々もとても親切で気持ちが良かったです。うれしかったです。次も泊まりたいと思います。急に決めた旅でしたが　とても素敵な思い出になりました。
5	博多駅に近く利便性が良かった
5	博多駅のイルミネーションが部屋から見えてラッキーでした。
4	GOTOでお得に宿泊することができました。客数も多い週末だと思いますがグレードアップも自動的にしていただき、ツインの大きい部屋に宿泊することができました。立地・部屋の大きさには申し分ないですが、やはり劣化は気になるとことです。特に浴室が暗い感じで少し抵抗がありました。あとは角部屋だと、エレベーターまでの距離が遠すぎました…朝食はこの時期でも衛生管理されたバイキングはGOODです。
4	夜遅くチェックインしましたが、丁寧に応対していただき嬉しかったです。朝食が薄味で血圧なら高い私には良かったですネ！
3	博多には良く行っているので、博多駅前にあるこのホテル、気にはなっていました。今回は対馬・壱岐への旅の前泊。博多港へ行くために利用しました。立地的には満足しています。
4	博多駅から本当にすぐ。コロナ対策もしっかりしていた。
2	まず、大人1人、子供1人と予約しているのにスリッパが1つしかない。フロントに言って渡されたスリッパは消毒済みのスリッパとは思えないものでした。朝食も公式サイトの写真とは程遠いもの、サラダもキャベツとコーンしかなく、仕切りのあるプレートに乗せるものがない。朝からカレーピラフとか要らないです。白ご飯と味噌汁くらい置いて欲しい。ホテルの朝ごはんを楽しみにしていた部分もあるので、これなら隣のスタバに行けば良かった。このホテルの良い所は立地と自動チェックアウトくらい。ホテルの外観は良かったけど、中は古すぎた。あと、言い忘れていたが、冷蔵庫なのか、30分置きくらいにガタンガタンとすごい音がする。夜中にガタンと冷蔵庫の方から音がする度目が覚めて、全く寝れなかった。原因はなんですか？もう行くことはないかな
5	駅から１分は本当ありがたいです。駅のイルミネーションもお部屋から見れて良かったです。皆さまも対応優しくしていただきました。お買い物券、go to travelも併用できお得でした。チェックインもチェックアウトも機械で簡単でした。また是非泊まりたいです。ありがとうございました
4	食事は、部屋でお食事と予約時には書いてあったのを勘違いしていたのか、取に行かなければならなくて、上階から取りに行くのも大変、また、食堂は混んでいて、今の時期の対応がなされていないと思った。お風呂もタイル張りで冷たかった。スタッフの対応はとても良かった。
4	立地がよく、駅も目の前。地方から来た私には安心して泊まれました。朝食付きはありがたい。席が少なく座る事がてきなかったが、弁当箱に詰めて部屋で食べることができました。地下街にもすぐ行くくとができ、迷うこともありませんでした。また、泊まりたいです。
4	Wi-Fi が弱くてすぐに途切れるのだけが残念です。
4	朝食は白ごはんと味噌汁、海苔漬物梅干しなどの日本の和食にして欲しかった。混ぜご飯やナムルや濃い汁物はあさからはいらない。匂いもするし、一口食べてやめました。コーヒーがいつも飲めるのは良かった。
5	お部屋が広くて、とてもゆったりできました。朝食も美味しくいただきました。
3	シングルで予約したが、広いツインにしてくれた。日当たりと眺望は抜群だったが如何せん築５０年以上だから通路や部屋の天井が低くて全体的に圧迫感があった。自宅より天井が低いのはいただけない。あと朝食がしょぼいのは大きなマイナス。
4	福岡へ行くときには利用させていただいています。駅からもコンビニからも近く立地はとてもいいです。コンフォートホテルはどこでもサービスが安定していて、COVID19の対策もされていて安心感があります。ただ、連泊した2日目にベッド近くに私の毛髪とは思えない長さの毛髪が落ちていました。清掃の方のものと思われますが、少し不快でした。あとは概ねいつものコンフォートホテルでした。機会があれば、また利用させていただきます。
5	A/Cの温度調整が困難だった。部屋の照明が少し暗かった。
3	駅から近く便利ではあるが、部屋及び設備は古い。
3	駅前で便利
4	フロントが気が利いてました。
4	急な宿泊予約でも快く泊めて頂きました。フロントの対応も良かったです。室内の照明が、蛍光灯で、それがちょっと残念でした。
5	・駅の目の前で立地が素晴らしい・朝食が無料の上とても美味しい・お安く泊まれるのがいいお風呂場が多少古さがありましたが全体的に清潔感もあり大変満足しました。朝食のスクランブルエッグが本当に美味しかったです。また仕事の際は利用させて頂きます。
4	ズボンプレッサーが新しいものがなかった
4	自動チェックイン、チェックアウトが簡単で楽でした。喫煙所が１か所で最上階だったので不便でした。ありがとうございました。
4	朝ごはん無料はありがたい。
4	立地とアクセスの良さは断然一番だとおもいます。博多駅周辺で宿泊したいホテルです。ホテルを拠点に散策を兼ねてどこへでも行けます。コンビニも沢山あります。今回荷物の宅配をおねがいしたのですが、スタッフさんのより、ビニールで包まれた状態で届き感謝しております。通常、リュック１つだと、そのまま届く事がおおいです。ありがとうございました。次の機会も是非宿泊したいです。
5	出張で利用いたしました。駅前すぐの立地、清潔感のある部屋、大き目なベッド非常に満足して、次の日元気に仕事ができましたありがとうございます。
4	はじめてGo Toの割引させて頂きました何より、コロナ対策はばっちりで特に朝食の部屋持ち込み可能なシステムは感心しました今後も安心して利用してみたいです
4	博多駅の前で、アクセス抜群でした。部屋も、清潔でした。朝食も、美味しかったです。
5	素晴らしい。立地が良すぎる。朝食のレベルが高い。
2	コロナ対応のチェックと朝食バイキングの手袋使用等以外は普通に利用できました。ただ洗面の水及びお湯に黒サビみたいなものが混ざって出ていました（コップに入れるとそこに黒いものが・・・）。確認、対応よろしくお願い致します。白いご飯が食べたかったです（コンフォートさんでは出ないのがあたりまえでしたっけ・）
4	スタッフの対応力がテキパキと、たいへんお世話になりました。
4	コロナ対策とのことで朝食が弁当形式でしたが、対応頂きました女性スタッフの対応がとても良かったです。
3	コロナの状況下なのでできる範囲で対応していた食事もラップをかけるのは徹底されており館内の消毒設置もちゃんとしていたサービスはこの状況なら最低限にならざるを得ないから仕方ない
5	駅から近くて、便利でした。フロントの方の対応も良かったです！
4	部屋の広さ、清潔感は普通のビジネスホテルぐらい。照明が、ちょっと暗い。
3	博多駅の目の前にあって立地条件は申し分ありません。朝食も和洋あり、それなりに楽しむことができました。ホテルの設備は経年数を感じますが、広さもあり、ゆったりすることができました。引越しの荷物を搬出して、非常に疲れていたので、何よりも広さのある部屋で体を休めることができたので、満足です。
4	2020年3月23日に宿泊しました。駅近というか、博多駅の駅前なのでかなり便利です。新型コロナウィルスの影響か、朝食が写真と比べてだいぶ内容が少なかったです。設備も少し歴史がある感じですが、室内は清潔ですし、とてもよかったです。
3	清潔でした
4	3月末に家族で利用しました。特にフロントスタッフの方々の印象が良く部屋は広々、朝食も必要十分、快適に過ごせました。※以下は、これから利用される方への参考になればと思いますが　もし間違っていたらご指摘ください＞ホテルの方車で来たのですが、立地が良すぎてホテル前の道路はバンバン車が通るので往生します。（車寄せは、ホテル裏側にあったのでしょうか...）強引にホテル前に停車して駐車場の案内メモをフロントで受け取り、あわてていたため、案内メモに大きく書かれた「契約駐車場　一回1300円）」を選択しましたが、今回の私のように22:00着、翌8:00前出発なら、他の駐車場（20:00-翌8:00　一回800円）のほうが安かったです。
5	博多駅から近くて便利です
3	トイレ洗浄機が手動で良くなかった。
4	3月末に家族旅行の際、利用させて頂きました。当日は生憎の雨。ですが、ホテルが駅近。立地が良すぎてほとんど濡れずに入ることができました。また、コロナウイルスで騒がれてる中、朝のバイキングの対応がしっかりしているなぁと感心しました。あとは、もう少し女性に嬉しいアメニティがあれば嬉しかったです。ありがとうございました！
4	博多出張と際は予約で満室でなければいつも利用させて頂いてます。立地も良く部屋もまずまずです。が、テレビが見辛いですね、スペースの問題もあるのでしょうが左右に画面が動かしにくいですね。
3	部屋の照明が薄暗い。
4	博多駅から近く、アクセスは良好。無料の朝食サービスに惹かれ予約したが結局食べませんでした笑アメニティや設備はすごく綺麗というわけではありませんでしたが掃除は行き届いており、値段を考えれば満足できるホテルでした。
5	立地がよく、値段も手頃でした
3	建物全体は古く不安はありましたが、廊下や部屋は壁紙等リフォームされており水回りも新しいものに入れ替えてありました。博多駅から地下通路でそのまま行けるので便利です。コロナの影響で朝食もメニューが限定的でしたがホテルの一生懸命さが伝わりました。
5	朝食はビュッフェ形式ですが一皿一皿ラップで包んであり安心しました。
4	建物が古いですね、まあでも、それを補って余りあるほどきれいに心地よく保たれていると思いました。あ、でもテレビのリモコンが全く使えなかったので電池切れですかね？テレビ本体のボタンを押したら使えましたが。何と言っても、立地が良いので全て良しです。
4	駅から近くて便利！無料朝食とドリンクサービスが良かった。
4	博多駅でとても立地がよく、コンビニもすぐ近くにあったのでとてもよかったです。古いホテルなので汚く感じましたが値段も安いので満足です。ウェルカムドリンクもありがたかったです。
4	出張で利用させていただきました。駅前で立地は最高で、お部屋も広々していてとても快適でした。ウェルカムドリンクも嬉しかったです。福岡に行った際は、また利用させていただきます！
5	夫婦ふたりで利用しました。清潔感のある部屋で、満足です。駅からも近く、大変便利でした。朝食の品数は少なめですが、まったく問題ありません。また利用させて頂きます。
3	名古屋のコンフォートに宿泊しましたが、園と朝食及びサービスと同様と思い宿泊しました。朝食内容及びサービスが全く違い、がっかりです。
4	用事があり、この度、シングル1泊しました。駅前のビルに大きくホテルの名前が書いてあり、とてもわかりやすかったです。部屋は古くて取れないような汚れもありましたが、問題ないです。アメニティなど、必要最低限のものは置いていました。ウェルカムドリンクも朝食サービスも思っていなかったので、ありがたかったです。
4	リーズナブルな価格 立地の良さで満足です。コンフォート系列のホテル利用をよくしていましたがマクラはやっぱりいいです。また利用します。
3	立地のみが良く その他は普通です。
5	受付の印象が良かった。無料朝食はありがたいし、果物があったのがなお良い。ウイルス対策でラップがしていたり、食事を部屋に持ち込めるのも気遣いを感じた。仕事で使うビルとコンビニと駅が近く、立地は個人的に最適です。設備は少し古さを感じるところはあるが、不便はなく、価格がおさえられてよいです。欲を言えば、女性だけでも化粧水などのアメニティがあればいいなぁ…と思います。ウイルスの影響で大変だと思いますが、対策をしながら営業していただくのは、出張が欠かせない仕事をしているので大変ありがたいです。ありがとうございます。
3	博多駅の前で立地は便利。ビジネス用としては良し。
4	久しぶりに博多に3泊した。駅前ということで選択、建物はちょっと古いが問題ない範囲朝食付で良かったが、何故かご飯はピラフのみで白飯がなかったのは残念最終日は10時チェックアウトのところ11時に変更したが、クーポンを入手することで実質無料になることを教えていただいた。ラッキー
4	ほんとうにコンフォートだった。
4	建物は古かったけど、サービスも食事も満足でした。また利用したいです。
4	3月7日に宿泊しました。チェックイン前に到着して荷物だけ先に預けさせてもらったんですが快く預かっていただけて助かりました。博多駅前で立地もよくお部屋も広々として大変良かったです。キャナルシティ博多までも徒歩で移動できる距離だったので今度は家族で利用したいと思います。
3	風呂場に換気扇がない？のか少しカビた臭いが気になった。
4	ベットがとても広く快適でした。空気清浄機が置いてあり、助かりました。設備の古さはありますが、清潔でとくに問題なく過ごせました。とにかく立地がいいです！欲を言えば、部屋の照明がもう少し明るいといいな(色も温かみが欲しかった)と思いました。
5	いつも利用させていただいております。顔見知りの社員さんもいらっしゃって安心感があります。コロナで大変と思いますがこれからもよろしくお願いします。
4	博多駅直近で非常に便利でした。ウェルカムドリンクもありがたいです。
3	駅から近く良かったのですが、予約変更出来ないタイプで、驚きました。部屋はコンパクトで良かったのです。
3	駅近で綺麗なので良いです
5	いつもながら、コンサートの時に宿泊させていただいています。安心の一言です。一連のニュースで、いろんなことが自粛モードですで大変でしょうが、頑張って下さい。
3	立地条件は駅に最も近く最高であり、朝食の無料サービスもよかったが、接客対応に問題ありと感じた。アメニティ関係の情報提供が不十分であった。
4	駅から近く飲食店もすぐ近くにあり便利
4	急な宿泊でしたが、対応良くして頂きました。
4	部屋の照明がやや不足
4	部屋の照明が暗い
4	駅から近くてコスパも良く満足している。
4	立地がとにかくよかったです。ウェルカムドリンクもホッとさせて頂きました。ツインだったのに、大きい部屋を用意して頂き有り難かったのですが、部屋は少し古い感じがしました。それに、鍵が抜けなくて時間がかかり困りました。しかし、アクセスの問い合わせにも丁寧に対応して頂き有り難かったです。快適に過ごせました。
2	出張で利用しました。立地はとても良い。しかし、ここの系列は本当に旅行者が多く、正直うるさい。そして、団体が多いのか知りませんが、グループでたむろっているので、動きも取れない。そういうのをスタッフが促すべき。そして何より、飯がまずい。人が沢山来ていて、どんどん無くなるのに補充もしない。寝るだけ、立地重視以外は泊まりたくないです。チェックアウト時間も、インの時に11時と聞いていて、10時半に電話あり、慌てて出ていきましたわ
4	子供と入試のために宿泊しました。今回３件のホテルに宿泊しましたが、一番安くて、それなのに一番快適でした。
4	博多駅から目の前で、提携駐車場もあり助かりました。小学生は添い寝無料だったので、大人二人で10,000円は大満足！ベットも思いの外広く、子供達添い寝でも広々眠れました。朝食サービスも充実していて、子供達も満足。ありがとうございました。
5	海外渡航の前泊として、２月７日（金）に１泊しました。これまでかなりの頻度で利用させていただいているので困ることはなく、快適に過ごせました。コンセントがたくさんあって、iPad、iPhone、髭剃りなどを一晩で充電することができて便利でしたね。今回、出発便が早朝だったために朝食時間開始前にチェックアウトせざるを得なかったことと深夜に工事をしているような音がして睡眠時間は短時間となってしまいましたが、疲れが残るといった悪影響が出るまでには至らず、海外渡航前の夜を穏やかに過ごすことができました。最後に、博多だけではなくコンフォートホテル全体にいえることですが、楽天トラベルのプラン中に「返金不可」プランが新たに出てきているようです。当該プランが最安値であることから、予約操作の際に確認に時間を要します。注意すればいい話で、確認時間もわずかなものですが、うっかりすると間違えて返金できないケースがあるので、ここは楽天トラベルさん側へのお願いになりますが、ウェブ上で確認（警告）機能をつけていただくことを検討できないものかと思います。
2	トリプルベッドの部屋でした。夕食済ませ、ＰＭ11：00頃　ベッドの上に追加毛布が2枚のみ置いてあったので　かみさんがフロントに行き　「もう一枚支給してくれませんか」とお願いしたら、無下に「ありません」と言われた由。大きなホテルなのに　予備の毛布が1枚もないことはないはず（満室だったとしても）。対応してくれた方々は　年配の夜間バイトみたいな方々で、無駄な仕事はしたくないといった感じでした（おまけに申し出たのが女性だったからか）。コンサートをエンジョイし、美味しい夕食を堪能した夜なのに　不愉快な一夜でした。
5	立地は最高でした。受付の方の対応も良かったです。駐車場から、ホテルまで少し歩くのは子連れ＆荷物を持ってでは大変でした。
4	職場の同僚との旅行の際に利用しました。博多駅目の前の好立地で、部屋はきれい、ベッドは大きく、朝食までついて標準的な価格に、一同大満足でした。また福岡に来るときは、是非利用したいです。
5	在地鐵與BUS站附近，旁邊有STARBUCK與7-11，位置非常優且有免費早餐。
4	シングルの予約でしたが、ツインの広い部屋にしていただけました。部屋は広くてよかったのですが、冷蔵庫に本来あるはずの棚板がありませんでした。今回、自分は一人で一泊でしたので、入れるものもほとんどなく、問題ありませんでしたが、ツイン。まして、連泊だったりすると、入れたいものが多いと、全部を下だけに置けないと思います
5	「駅前すぐ」の立地、ウエルカムドリンクと無料の朝食が利用でき、コスト的に大変満足してます。３人の宿泊でしたが、ベッドの大きさも部屋の広さも充分！電気のコンセント（差込口）も多く、便利でした。
4	おいしい朝ごはんで、白ご飯がいただけたら、最高でした。連泊だと、少し飽きてしまいました。
3	朝食がちょっと変われば良いと思いました。
4	一週間九州の旅はバラバラで3泊このホテルに泊まりました。コンフォート大阪は愛用しましたので、博多にも同じホテルを選びました。館内と部屋は古い感じましたけど、全然問題ないでした。ただし、大阪と比べて、博多の方は朝食は毎日同じ物また品種が少ない、連泊お客様には絶対飽きました。
5	2020年1月21日に宿泊。早朝、朝食前にチェックアウトしたため食事は評価なし。風呂とトイレがやや古め。電源はデスク、ベッド両方にあり充実。立地も駅近で素晴らしい。
2	チェックインするのに姓を告げたら、しばらく調べて、下の名前を聞かれたので、答えた。そうして３分くらい立ってから、その名前では予約はないと言われた。スマホで予約確認のメールを見せたら、名前を聞き間違っていたと言ってすぐに予約の確認が終わったのだが、「予約はありますが、チェックインですか？」と聞かれた。部屋の鍵を貰って，朝食会場を教えられたが、エレベータの場所は教えてくれないので、「どこに行けば部屋が見るかるんですか」と聞きました。５分以上待たされた揚げ句、不愉快な思いをしました。客の告げた名前で予約がすぐに見つからなかったら、聞き間違いの可能性があることくらい、フロントの接客業務では当たり前のこととして教育していないのでしょうか。
5	仕事で利用しました。ウェルカムドリンクや、朝食無料も助かりました。立地も駅から近く便利でした。フロントの方に領収書の件でご迷惑かけてしまいましたが、対応も良く満足でした。又福岡の研修などあれば利用したいです。
4	立地はダントツで、少々古くてもコスパは非常によいです。スリッパも安ホテルの定番のものではなくて良かったです
4	コスパ良いです。ウェルカムドリンクもあるし、朝食もあるし、部屋も広かったし。十分だと思います。
4	駅から近くて良い。朝の食事は今一歩。
4	朝食に白ご飯がないのが残念。
4	概ね良好
4	概ねよかったと感じています。
4	リニューアルして、部屋は大変綺麗で使いやすい
2	今までのホテルの中で1番汚かった。古いと言うより汚かった。人が多く朝食会場では食べ物が間に合わず結果食べなかった。
5	ツインルームのベッドが広くゆったりしていたし、エアコンが快適で乾燥もひどくなかった。使わなかったけど、空気清浄機が設置されていた。ただ、空気清浄機の使い方がわからなかった。
4	駅から近くて良いです。地下からのアプローチが久しぶりで忘れてしまい迷いました。地上からの方が分かり易いです。部屋は適度な広さで良かったです。朝ご飯は無料ですが、野菜、タンパク質とかもしっかりあり、スープもあって嬉しいです。パンが美味しいです。今回は駅前でクリスマスマーケットをやっていて、ホットワインや軽い食事、音楽の生演奏を楽しめて良かったです。
4	よく福岡でのイベント、ライブの際に利用させて頂いてます。一番良いのは空港からも博多駅からも近くて大変便利です。また、朝食付きなのも気に入ってます！
